지점명,닉네임,작성리뷰수,작성시간,방문일,방문횟수,인증수단,좋아요수,리뷰내용,감정,근거
신촌2호점,그레이스 임,535,23.9.10.일,밤에 방문,2번째 방문,영수증,1,"찹쌀 탕수육 겉은 바삭하고 속은 쫀득하고 맛있어요. 자장면도 맛있게 잘 먹었네요. 짬뽕은 예전의 깊은맛과 불 맛은 덜 한듯 해요. 전체적으로 가격도 많이 올랐는데 양은 적은 것 같아요. 착한가격을 자랑하던 맛난 중국집이였는데.. 조금 퇴색 된 듯 해요.
",부정,양은 적은
신촌2호점,zvbn,948,23.11.24.금,점심에 방문,1번째 방문,영수증,0,"탕수육이 맛있었어요
짜장면이랑 짬뽕은 평범했어요",긍정,맛있었어요
신촌2호점,사랑스럽진,"1,228",24.2.21.수,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
신촌2호점,pacozero,"1,258",23.11.5.일,점심에 방문,1번째 방문,영수증,0,"음식은 맛있어요
가격을 조금 올리고
양도 세트메뉴에 늘려주시면좋겠어요",긍정,맛있어요
신촌2호점,ha****,"1,703",23.9.16.토,점심에 방문,5번째 방문,영수증,0,맛있게 잘먹었습니다~^^,긍정,맛있게
신촌2호점,풀싸,"1,122",24.1.3.수,저녁에 방문,1번째 방문,영수증,0,맛있어요,긍정,맛있어요
신촌2호점,Dlrhtwjrht,"1,603",23.8.3.목,점심에 방문,10번째 방문,영수증,0,8월 목요일에 1000원씩 할인해서 좋아요,긍정,좋아요
신촌2호점,한송은,315,23.12.4.월,점심에 방문,2번째 방문,영수증,0,두번째방문~~,긍정,두번째방문
신촌2호점,탱구59,20,23.10.7.토,점심에 방문,1번째 방문,영수증,0,"직원분 몇번 불렀는데 못 듣고 지나치시길래 뭔가 했는데, 귀에 에어팟을 끼고 있으시더라구요... 적어도 한 쪽은 빼고 근무해야 손님이랑 소통할 수 있지 않을까요",부정,에어팟
신촌2호점,illllliiiiiililiiii,633,23.12.6.수,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
신촌2호점,krrr6,"1,638",23.11.6.월,점심에 방문,1번째 방문,영수증,0,,,
신촌2호점,1스리,"2,637",23.7.31.월,아침에 방문,1번째 방문,영수증,0,"소스는 따로 달라고 해서 찍먹 굳
고추짜장 여기는 청양고추넣더라구요 꽤 매움매움
짜장소스가 면에 비해 적어서 아쉬웠어요 싱겁진않앗지만 좀더 넉넉히 주셧으면 좋겟어요 잘 먹었습니다~",긍정,찍먹 굳
신촌2호점,신금진,24,23.9.21.목,저녁에 방문,1번째 방문,영수증,0,8시 넘어서는 오지 마세요 ^^ 먹고 있는데 의자 올리고 청소기 돌리시네요 ㅋㅋ 마감때 왔다고 짜증 내시는 건지 ? 엄청 째려보시고 눈치밥 먹다가 나온 기분이네요 ..,부정,오지 마세요
신촌2호점,sunsun20349,306,23.8.29.화,저녁에 방문,1번째 방문,영수증,0,맛있어요^^굿~b,긍정,맛있어요
신촌2호점,짬보51,749,23.10.11.수,점심에 방문,1번째 방문,영수증,0,짬뽕국물이 너무 적어요,부정,너무 적어요
신촌2호점,Loveurself,678,23.11.17.금,저녁에 방문,1번째 방문,영수증,0,,,
신촌2호점,par****,"1,343",24.3.20.수,저녁에 방문,1번째 방문,영수증,0,^^,긍정,^^
신촌2호점,뷰티랑나랑,151,23.9.18.월,저녁에 방문,1번째 방문,결제내역,0,믿먹,긍정,믿먹
신촌2호점,에딘니4242,256,23.6.27.화,저녁에 방문,1번째 방문,영수증,0,조금 짰긴 했는데 맛있게 잘먹었어요!!,긍정,맛있게
신촌2호점,KKuKKu,98,23.8.23.수,저녁에 방문,1번째 방문,영수증,0,반반메뉴 좋아요,긍정,좋아요
신촌2호점,초보대디,178,23.8.25.금,점심에 방문,1번째 방문,영수증,0,홍콩반점은 역시 맛있었어요~깐풍기?는 좀 실망했네요;,긍정,맛있었어요
신촌2호점,에딘니4242,256,23.8.9.수,점심에 방문,2번째 방문,영수증,0,간단히 먹기 좋아요,긍정,먹기 좋아요
신촌2호점,ㅡㅂㅡㅎ,"1,468",23.11.8.수,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
신촌2호점,ha****,"1,703",23.9.15.금,저녁에 방문,4번째 방문,영수증,0,😀 👍,긍정,😀 👍
신촌2호점,cmy1025,232,23.11.4.토,저녁에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
신촌2호점,gue****,"2,282",23.8.3.목,점심에 방문,1번째 방문,영수증,0,,,
신촌2호점,z4****,66,23.7.20.목,점심에 방문,1번째 방문,영수증,1,위생이 영 별로고 분위기가 안좋음 키오스크로 주문받는데 인력이 위생에 좀 신경써주셨으면 함.. 홍반 좋아하는데 이 지점은 안갈듯,부정,안갈듯
신촌2호점,아무튼맑음,"2,056",23.10.2.월,저녁에 방문,1번째 방문,영수증,0,조아요,긍정,조아요
신촌2호점,라라29,23,23.5.26.금,저녁에 방문,1번째 방문,영수증,0,"홍콩반점 정말좋아하는데 여긴 홍콩반점의 그 맛이아니에요....ㅠㅠ
탕수육 너무짜고 짬뽕 불맛안나고 재료도 너무아낀느낌입니다...",부정,불맛안나고
신촌2호점,79591,19,23.6.3.토,저녁에 방문,1번째 방문,결제내역,1,카운터에 베트남? 여자직원 여러번 되물어 놓고도 주문 잘못받아 놓고는 손님탓하며 그냥 가져가 먹으라는 듯이 웃으며 음식 밀어주길래 잘못되었으면 바꿔 주는게 맞지 않냐니까 쳐다보더니 마스크도 안한 얼굴로 똥씹은 표정하고는 주방에 대고 손님이 잘못 주문했는데 바꿔달라는 식으로 얘기하고 주방에서 나온 여직원도 직원끼리 싸고도는건지 똑같은 태도에 어이가 없음. 카운터에 여직원 한명 더 있었는데 말을 못하는건지 그냥 보고만 있고 카운터 앞쪽에서 식사하던 손님이 본인이 주문하는거 들었는데 잘못나온거 맞다고 하니 그제서야 다시해서 자리로 갖다준다고 잘못되었음에도 죄송하단말 한마디 없이 서비스태도 엉망에 음식은 소스고 국물이고 죄다 짜고 내용물은 얼마없고 음식을 적게 시킨것도 아니었는데 정말 돈이 아깝고 별로였음.,부정,서비스태도 엉망
신촌2호점,월2000,"1,167",23.10.2.월,저녁에 방문,1번째 방문,영수증,0,조아요,긍정,조아요
신촌2호점,sop****,"2,100",23.10.1.일,점심에 방문,1번째 방문,영수증,0,깔끔해요,긍정,깔끔해요
신촌2호점,Dlrhtwjrht,"1,603",23.6.29.목,저녁에 방문,7번째 방문,영수증,0,,,
신촌2호점,miso777,"1,260",23.6.18.일,저녁에 방문,1번째 방문,영수증,0,ㄴㅓ무 맛있습니다.,긍정,맛있습니다
신촌2호점,밥아저씨4,32,23.6.20.화,저녁에 방문,1번째 방문,영수증,0,고기짬뽕 양 많아요😀,긍정,양 많아요
신촌2호점,도깨비7896,108,23.6.16.금,저녁에 방문,1번째 방문,영수증,0,신촌점읁더음갔는데 탕수육 푸짐하고맛있었어요,긍정,맛있었어요
신촌2호점,ha****,"1,703",23.6.3.토,저녁에 방문,3번째 방문,영수증,0,"가끔가는곳~
",긍정,가끔가는곳~
신촌2호점,ha****,"1,703",23.5.25.목,점심에 방문,2번째 방문,영수증,0,맛있는데 오늘은 별루 ㅠ,부정,오늘은 별루 ㅠ
신촌2호점,아크림파33,760,23.3.31.금,점심에 방문,1번째 방문,영수증,0,고기짬뽕 맛있고 가성비 좋아요,긍정,가성비 좋아요
신촌2호점,akzkfhd48,96,23.4.21.금,점심에 방문,1번째 방문,영수증,0,양 엄청 많고 음식 빨리나와여!,긍정,양 엄청 많고
신촌2호점,나빌레라1004,775,23.9.25.월,점심에 방문,2번째 방문,영수증,0,굿,긍정,굿
신촌2호점,투데이넛,277,23.4.14.금,저녁에 방문,1번째 방문,영수증,0,맛있고 양 많아요,긍정,맛있고
신촌2호점,ssinnal,"2,389",23.5.4.목,점심에 방문,2번째 방문,영수증,0,탕짜면 맛나요,긍정,맛나요
신촌2호점,S25,465,23.7.28.금,저녁에 방문,1번째 방문,영수증,0,맛있어용,긍정,맛있어용
신촌2호점,Dlrhtwjrht,"1,603",23.3.22.수,점심에 방문,2번째 방문,영수증,0,가성비 좋고 맛있어요,긍정,맛있어요
신촌2호점,농구44,"1,201",23.7.24.월,저녁에 방문,2번째 방문,영수증,0,좋아요,긍정,좋아요
신촌2호점,Dlrhtwjrht,"1,603",23.4.19.수,점심에 방문,4번째 방문,영수증,0,가성비 좋고 맛있어요,긍정,맛있어요
신촌2호점,rla****,8,23.4.21.금,점심에 방문,1번째 방문,영수증,0,탕수육은 딱딱하고….양도 작고….. 별로에요…..,부정,딱딱하고
신촌2호점,keywha,631,23.4.9.일,점심에 방문,2번째 방문,영수증,0,저렴하고 양이 많아요,긍정,저렴하고
신촌2호점,na2****,961,23.7.6.목,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
신촌2호점,Moomintroll46,92,23.4.5.수,점심에 방문,1번째 방문,영수증,0,"더이상 가성비 식당은 아닌듯
맛이 없지는 않음",부정,아닌듯
신촌2호점,SKJ17,76,23.5.22.월,저녁에 방문,2번째 방문,영수증,0,,,
신촌2호점,변둘레,"1,098",22.11.16.수,점심에 방문,1번째 방문,영수증,0,가성비좋아요 맛있어요 ㅋㅋㅋ키오스크 있어서 편하고 제가 가져오고 반납대도 따로 있어요!,긍정,가성비좋아요
신촌2호점,Dlrhtwjrht,"1,603",23.2.21.화,점심에 방문,1번째 방문,영수증,0,가성비 좋게 먹기 좋아요!,긍정,가성비 좋게
신촌2호점,beatr1z,"1,400",22.12.18.일,저녁에 방문,1번째 방문,영수증,0,"🙆‍♂️ 생긴지 얼마안되서 깨끗해요. 맛도 깔끔하고.
🙅‍♂️주방장이 사장님인지 모르겠는데 가게들어오면서 문 안 닫았다고 왜 화내시는지...문은 다먹고 나간 사람이 열고나간건데",부정,왜 화내시는지
신촌2호점,Dlrhtwjrht,"1,603",23.5.4.목,점심에 방문,5번째 방문,영수증,0,굿,긍정,굿
신촌2호점,인생은 음악처럼,44,22.11.29.화,점심에 방문,1번째 방문,영수증,0,탕수육이 참 맛있었어요~^^ 키오스크로 주문하고 셀프로 음식받고 다 먹으면 퇴식구에 반납해야하지만 대신 가격이 착하니까 만족합니다~^^,긍정,맛있었어요
신촌2호점,흠흠흠86,"1,563",23.2.9.목,점심에 방문,1번째 방문,영수증,0,맛있어요 매장은 조금 정신없는느낌이에요,긍정,맛있어요
신촌2호점,가바는,485,23.1.25.수,점심에 방문,1번째 방문,영수증,0,백선생님 최고세요 존경,긍정,최고세요
신촌2호점,다죠랑,34,23.3.25.토,점심에 방문,1번째 방문,결제내역,0,여기 벚꽃 뷰맛집이엇음,긍정,벚꽃 뷰맛집
신촌2호점,jeu****,709,23.6.6.화,저녁에 방문,1번째 방문,영수증,0,두번은 안갈것같아요,부정,안갈것같아요
신촌2호점,흑표범35,42,23.1.9.월,저녁에 방문,1번째 방문,영수증,0,"어지간하면 군말 없이 먹는데, 면이 아예 익지 않은 것처럼 너무 딱딱하고 밀가루를 생으로 먹는 것 같아 한 입 먹고 말씀드렸습니다. 교체해주신다고 해서 다시 받았는데 면 상태는 좀 나아졌어도 이번엔 음식의 양과 맛이 현저히 떨어져 짜증까지 났었네요. 특히, 짬뽕은 일부러 그랬나 싶을 정도로 국물도 너무 적었고, 직전에 너무 맛있게 잘 먹어서 가까운 데 말고 신촌점을 찾은 거 였었는데 너무 아쉬운 식사였습니다.",부정,너무 딱딱
신촌2호점,나루밋,573,22.10.1.토,점심에 방문,1번째 방문,영수증,0,"엠브로돈까스 2층에 있는 홍콩반점이에요. 매장이 넓어서 주말에도 기다리지 않고 편하게 먹을 수 있어요. 키오스크로 주문하고 음식, 반찬 모두 셀프로 가져가면 됩니다. 기본 짬뽕 시켰는데 생각보다 면이 엄청 쫄깃했고 양도 적당했어요.",긍정,매장이 넓어서
신촌2호점,kth****,788,23.2.14.화,점심에 방문,3번째 방문,영수증,0,짜장면 불지 않고 맛있어요!,긍정,맛있어요!
신촌2호점,Dlrhtwjrht,"1,603",23.4.5.수,점심에 방문,3번째 방문,영수증,0,맛있어요,긍정,맛있어요
신촌2호점,phuongtvu43,87,23.3.31.금,저녁에 방문,3번째 방문,영수증,0,Good,긍정,Good
신촌2호점,아인즈,"2,913",22.12.26.월,점심에 방문,1번째 방문,영수증,0,"2인 테이블이 많아 혼밥하기 좋아요. 다만 다른 메뉴는 모르겠지만, 짜장면은 면이 덜 퍼진 거 같아 맛이 없어요.",부정,맛이 없어요
신촌2호점,hidesuxiu,45,22.10.16.일,점심에 방문,1번째 방문,영수증,0,"탕수육은 맛있는데, 짜장면이 진짜 맛없어요.
밀가루먹는 느낌이에요. 그리고 짜장도 해동을 덜한건지 덩어리져 있어서 성의없는 요리라는 생각이 들었습니다. 검은색 가루(?)같은 것들도 여럿 있었는데, 춘장인지 탄건지 모르겠네요.",부정,맛없어요
신촌2호점,MMP68,527,23.2.28.화,점심에 방문,1번째 방문,영수증,0,그냥 그래도 먹을 만해요,긍정,먹을 만해요
신촌2호점,오늘의리뷰는,"3,680",22.12.19.월,저녁에 방문,1번째 방문,영수증,0,"트러플 오일도 개별 판매 하는데, 꼭 추가해서 주문하시길.. 짜장에 넣어먹기 최곱니다",긍정,최곱니다
신촌2호점,테스타로사,24,22.12.22.목,점심에 방문,1번째 방문,영수증,0,"사장님 기분이 안 좋은지 옆에서 음식 받아서 내주는 여사님 계속 타박하는데, 듣다가 체할 뻔.

음식도 다른 홍콩반점과 달리 성의 없게 담겨 나왔고 국물은 미지근할 정도로 식어 있었다. 그런데 사장은 미안하다는 말은 커녕 눈도 안 마주치고 주방에다가 새로하라고 소리나 치고 있다.

식당이면 밥은 편하게 먹게 하자.
이런 분 그냥 배달점 하자",부정,미지근할
신촌2호점,강소이0,"2,994",23.2.23.목,저녁에 방문,2번째 방문,영수증,0,좋아요,긍정,좋아요
신촌2호점,클리프맘,"1,239",23.1.25.수,점심에 방문,4번째 방문,영수증,0,중국집 맛좋은집이예요,긍정,맛좋은집
신촌2호점,잇힝뿅뿅,"2,528",22.11.23.수,점심에 방문,1번째 방문,영수증,0,"뜨끈하니 맛있게 먹었어요!
짬뽕밥인데 면도 좀 들어있었네용🤔",긍정,맛있게
신촌2호점,꿍카,692,23.2.23.목,점심에 방문,1번째 방문,영수증,0,짜장 짬뽕 맛👍,긍정,짜장 짬뽕 맛👍
신촌2호점,누구보다맛집에진심입니다,887,23.3.7.화,저녁에 방문,1번째 방문,영수증,0,좋아요,긍정,좋아요
신촌2호점,술취한백곰,"1,398",22.11.6.일,저녁에 방문,1번째 방문,영수증,0,동네짜장 너무 실망. 프렌차이즈 가는 이유가 있네요 맛있어요,부정,너무 실망
신촌2호점,cyk****,"1,496",23.3.11.토,저녁에 방문,1번째 방문,영수증,0,.,부정,.
신촌2호점,클리프맘,"1,239",22.12.1.목,점심에 방문,2번째 방문,영수증,0,여러명 가서 같이 먹기 좋은곳이라 자주 갑니ㅏ,긍정,같이 먹기 좋은곳
신촌2호점,rla****,181,22.11.26.토,점심에 방문,1번째 방문,영수증,0,군만두 꼭 드셔보세요.,긍정,꼭 드셔보세요
신촌2호점,cup60,96,23.2.27.월,점심에 방문,1번째 방문,결제내역,0,홍콩반점,긍정,홍콩반점
신촌2호점,jan****,750,23.10.4.수,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
신촌2호점,jun****,532,22.12.25.일,점심에 방문,1번째 방문,영수증,0,키오스크가 있어서 편리합니다,긍정,편리합니다
신촌2호점,유리대,"1,026",23.1.6.금,점심에 방문,1번째 방문,영수증,0,탕짬면 맛있네요 양도 넉넉하고 ㅁㆍㅅ있게 먹었습니다.,긍정,맛있네요
신촌2호점,HanSSoo,"1,272",22.9.19.월,점심에 방문,1번째 방문,영수증,0,세트메뉴가있어서 좋았어요 근데 볶음김치는 정말비추..,부정,정말비추
신촌2호점,나는다슬기다,344,23.1.14.토,점심에 방문,1번째 방문,영수증,0,맛있어요!!,긍정,맛있어요
신촌2호점,gyo****,972,23.10.4.수,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
신촌2호점,손사랑,918,23.1.6.금,점심에 방문,1번째 방문,영수증,0,굿,긍정,굿
신촌2호점,Sojung93,54,22.12.6.화,점심에 방문,1번째 방문,영수증,0,고기짬뽕밥 맛있게 잘 먹었습니다~!,긍정,맛있게
신촌2호점,콩6776,"1,007",23.1.4.수,점심에 방문,1번째 방문,영수증,0,맛있어요!,긍정,맛있어요
신촌2호점,앨리스130786,"1,962",23.1.4.수,저녁에 방문,1번째 방문,영수증,0,귯귯,긍정,귯귯
신촌2호점,천나들39,476,23.2.22.수,저녁에 방문,1번째 방문,영수증,0,음식도 맛있고 특히 가성비가 끝내줘요,긍정,가성비
신촌2호점,alicafe,387,23.2.21.화,밤에 방문,2번째 방문,영수증,0,굿,긍정,굿
신촌2호점,lee****,655,23.8.13.일,점심에 방문,1번째 방문,영수증,0,맛있어요,긍정,맛있어요
신촌2호점,용이뇌가된다,715,22.9.9.금,점심에 방문,1번째 방문,영수증,0,매장 깨끗하고 주방도 청결해요! ㅎㅎ 전체적으로 매우 만족스러워요! 근데 세트 할인이 없네요... 특수 매장인걸까요! 페이즈 상품권도 못써요 ㅠ,긍정,매우 만족스러워요
